keys,real,docs,classification
EllipticCurve_getField,source, Returns the finite field field that this  elliptic curve is over.,source
HttpsURLConnection_getLocalPrincipal,source, Returns the principal that was sent to the server during handshaking.,source
Socket_getSendBufferSize,source," Get value of the SO_SNDBUF option  for this Socket, that is the buffer size used by the platform  for output on this Socket.",source
AccessibilityRecord_getRemovedCount,source, Gets the number of removed characters.,source
ImageView_getColorFilter,source, Returns the active color filter for this ImageView.,source
ShapeDrawable_getConstantState,neither, Return a ConstantState instance that holds the shared state of this Drawable.,source
DocumentBuilder_getSchema,source, Get a reference to the the Schema being used by  the XML processor.,source
TrafficStats_getMobileTxPackets,source, Return number of packets transmitted across mobile networks since device  boot.,source
Calendar_getActualMaximum,source," Returns the maximum value that this field could have, given the  current date.",source
KeyAgreement_getProvider,source, Returns the provider of this KeyAgreement object.,source
Provider_getService,source, Get the service describing this Provider's implementation of the  specified type of this algorithm or alias.,source
Validator_getProperty,source, Look up the value of a property.,source
CursorWrapper_getColumnIndexOrThrow,source," Returns the zero-based index for the given column name, or throws  IllegalArgumentException if the column doesn't exist.",source
URI_getUserInfo,source, Returns the decoded user-information component of this URI.,source
BluetoothHeadset_getConnectionState,source," Get the current connection state of the profile  For apps targeting Build.VERSION_CODES#S or or higher,  this requires the Manifest.permission#BLUETOOTH_CONNECT  permission which can be gained with  Activity.requestPermissions.",source
DrmSupportInfo_getFileSuffixIterator,source, Retrieves an iterator object that you can use to iterate over the file suffixes that  this DRM plug-in supports.,source
BoringLayout_getLineCount,source, Return the number of lines of text in this layout.,source
Calendar_getTimeInMillis,source, Returns this Calendar's current time as a long.,source
ExifInterface_getThumbnail,source," Returns the JPEG compressed thumbnail inside the image file, or null if there is no  JPEG compressed thumbnail.",source
AudioRecord_getRecordingState,source, Returns the recording state of the AudioRecord instance.,source
DynamicDrawableSpan_getVerticalAlignment,neither," Returns the vertical alignment of this span, one of ALIGN_BOTTOM,  ALIGN_BASELINE or ALIGN_CENTER.",source
AtomicLong_getAndAdd,neither," Atomically adds the given value to the current value,  with memory effects as specified by VarHandle#getAndAdd.",source
URLConnection_getOutputStream,source, Returns an output stream that writes to this connection.,source
StackTraceElement_getMethodName,source, Returns the name of the method containing the execution point  represented by this stack trace element.,source
EasyEditSpan_getSpanTypeId,source, Return a special type identifier for this span class.,source
Path_getFillType,source, Return the path's fill type.,source
ViewSwitcher_getNextView,source, Returns the next view to be displayed.,source
SSLSocketFactory_createSocket,neither," Returns a socket layered over an existing socket connected to the named  host, at the given port.",source
HttpsURLConnection_getDefaultSSLSocketFactory,source, Gets the default static SSLSocketFactory that is  inherited by new instances of this class.,source
AccessibilityRecord_getFromIndex,source," Gets the index of the first character of the changed sequence,  or the beginning of a text selection or the index of the first  visible item when scrolling.",source
PKIXParameters_getTrustAnchors,source, Returns an immutable Set of the most-trusted  CAs.,source
BackupDataInput_getKey,source, Report the key associated with the current entity in the restore stream,source
Array_getByte,source," Returns the value of the indexed component in the specified  array object, as a byte.",source
X500Principal_getEncoded,source, Returns the distinguished name in ASN.1 DER encoded form.,source
DownloadManager_getUriForDownloadedFile,source," Returns the Uri of the given downloaded file id, if the file is  downloaded successfully.",source
DrmRights_getSubscriptionId,source, Retrieves the subscription ID associated with this DrmRights object.,source
EllipticCurve_getField,source, Returns the finite field field that this  elliptic curve is over.,source
Preference_getOnPreferenceChangeListener,neither, Returns the callback to be invoked when this Preference is changed by the  user .,source
TypedArray_getPositionDescription,source, Returns a message about the parser state suitable for printing error messages.,source
NumberFormat_getNumberInstance,source, NOTE: New users are strongly encouraged to use  NumberFormatter instead of NumberFormat.,source
DrmEvent_getUniqueId,source, Retrieves the unique session identifier associated with this object.,source
AttributesImpl_getValue,source, Look up an attribute's value by qualified  name.,source
AppWidgetManager_getAppWidgetInfo,source, Get the available info about the AppWidget.,source
LayoutAnimationController_getInterpolator,neither, Returns the interpolator used to interpolate the delays between the  children.,source
DecimalFormat_getRoundingMode,source, Returns the rounding mode being used to round numbers.,source
Method_getExceptionTypes,source, Returns an array of Class objects that represent the  types of exceptions declared to be thrown by the underlying  executable represented by this object.,source
SSLEngine_getSSLParameters,source, Returns the SSLParameters in effect for this SSLEngine.,source
InetSocketAddress_getHostString,source," Returns the hostname, or the String form of the address if it  doesn't have a hostname .",source
Mac_getProvider,source, Returns the provider of this Mac object.,source
Field_getDouble,source, Gets the value of a static or instance field of type  double or of another primitive type convertible to  type double via a widening conversion.,source
