ind,key1,cat1,c1,doc1,key2,cat2,c2,doc2,cosine,labels
107,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",AccountManager_getAuthToken,s,5,"get auth token from account manager  gets an auth token of the specified type for a particular account,  optionally raising a notification if the user must enter credentials",0.19206669926643372,0.5960333496332169
108,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",AccountManager_getPassword,s,5,get password from account manager  gets the saved password associated with the account,0.3505975008010864,0.6752987504005432
109,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",AccountManager_getUserData,s,5,"get user data from account manager  gets the user data named by ""key"" associated with the account",0.3195159435272217,0.6597579717636108
110,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",NfcV_getDsfId,s,6,get dsf id from nfc  return the dsf id bytes from tag discovery,0.3381407856941223,0.6690703928470612
111,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",NfcV_getTag,s,6,get tag from nfc  get the tag object backing this tagtechnology object,0.37507447600364685,0.6875372380018234
112,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",AudioManager_isMicrophoneMute,s,7,is microphone mute from audio manager  checks whether the microphone mute is on or off,0.17340828478336334,0.5867041423916817
113,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",BroadcastReceiver_getResultCode,s,8,"get result code from broadcast receiver  retrieve the current result code, as set by the previous receiver",0.2826559245586395,0.6413279622793198
114,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",BroadcastReceiver_getResultExtras,s,8,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver",0.18790499866008759,0.5939524993300438
115,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",SensorManager_getInclination,s,7,get inclination from sensor manager  computes the geomagnetic inclination angle in radians from the  inclination matrix i returned by getrotationmatrix,0.1866770088672638,0.5933385044336319
116,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,0.16080237925052643,0.5804011896252632
117,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,0.2345157116651535,0.6172578558325768
118,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",UiDevice_getDisplaySizeDp,s,7,get display size dp from ui device  returns the display size in dp   the returned display size is adjusted per screen rotation,0.1749499887228012,0.5874749943614006
119,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",HttpURLConnection_getPermission,s,9,get permission from http connection  returns a socketpermission object representing the  permission necessary to connect to the destination host and port,0.13781827688217163,0.5689091384410858
120,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",HttpURLConnection_getResponseMessage,s,9,"get response message from http connection  gets the http response message, if any, returned along with the  response code from a server",0.3150961399078369,0.6575480699539185
121,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",HttpURLConnection_getHeaderFieldDate,s,9,get header field date from http connection  returns the value of the named field parsed as date,0.1705959439277649,0.5852979719638824
122,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",RSAPrivateKeySpec_getModulus,s,4,get modulus from private key spec  returns the modulus,0.2362062931060791,0.6181031465530396
123,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",URI_getRawUserInfo,s,10,get raw user info from   returns the raw user-information component of this uri,0.21871304512023926,0.6093565225601196
124,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",UserManager_getUserForSerialNumber,s,10,get user for serial number from user manager  return the user associated with a serial number previously  returned by getserialnumberforuser,0.5193325877189636,0.7596662938594818
125,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",UserManager_getUserName,s,10,get user name from user manager  returns the user name of the context user,0.30018487572669983,0.6500924378633499
126,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",LocationManager_sendExtraCommand,k,1,send extra command from location manager  sends additional commands to a location provider,0.13089466094970703,0.2654473304748535
