class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
Person.Name,An object representation of the individual components of a person's name.,getMiddleName,[''],abstractString,The middle name of this person.,1,,gps,people,Person.Name_getMiddleName
Person.Name,An object representation of the individual components of a person's name.,hasFamilyName,[''],abstract boolean,"Indicates whether the ""familyName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasFamilyName
Person.Name,An object representation of the individual components of a person's name.,hasFormatted,[''],abstract boolean,"Indicates whether the ""formatted"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasFormatted
Person.Name,An object representation of the individual components of a person's name.,hasGivenName,[''],abstract boolean,"Indicates whether the ""givenName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasGivenName
Person.Name,An object representation of the individual components of a person's name.,hasHonorificPrefix,[''],abstract boolean,"Indicates whether the ""honorificPrefix"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasHonorificPrefix
Person.Name,An object representation of the individual components of a person's name.,hasHonorificSuffix,[''],abstract boolean,"Indicates whether the ""honorificSuffix"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasHonorificSuffix
Person.Name,An object representation of the individual components of a person's name.,hasMiddleName,[''],abstract boolean,"Indicates whether the ""middleName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasMiddleName
Person.Organizations,,getDepartment,[''],abstractString,The department within the organization.,1,,gps,people,Person.Organizations_getDepartment
Person.Organizations,,getDescription,[''],abstractString,A short description of the person's role in this organization.,1,,gps,people,Person.Organizations_getDescription
Person.Organizations,,getEndDate,[''],abstractString,The date that the person left this organization.,1,,gps,people,Person.Organizations_getEndDate
Person.Organizations,,getLocation,[''],abstractString,The location of this organization.,1,,gps,people,Person.Organizations_getLocation
Person.Organizations,,getName,[''],abstractString,The name of the organization.,1,,gps,people,Person.Organizations_getName
Person.Organizations,,getStartDate,[''],abstractString,The date that the person joined this organization.,1,,gps,people,Person.Organizations_getStartDate
Person.Organizations,,getTitle,[''],abstractString,The person's job title or role within the organization.,1,,gps,people,Person.Organizations_getTitle
Person.Organizations,,getType,[''],abstract int,The type of organization.,1,,gps,people,Person.Organizations_getType
Person.Organizations,,hasDepartment,[''],abstract boolean,"Indicates whether the ""department"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasDepartment
Person.Organizations,,hasDescription,[''],abstract boolean,"Indicates whether the ""description"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasDescription
Person.Organizations,,hasEndDate,[''],abstract boolean,"Indicates whether the ""endDate"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasEndDate
Person.Organizations,,hasLocation,[''],abstract boolean,"Indicates whether the ""location"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasLocation
Person.Organizations,,hasName,[''],abstract boolean,"Indicates whether the ""name"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasName
Person.Organizations,,hasPrimary,[''],abstract boolean,"Indicates whether the ""primary"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasPrimary
Person.Organizations,,hasStartDate,[''],abstract boolean,"Indicates whether the ""startDate"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasStartDate
Person.Organizations,,hasTitle,[''],abstract boolean,"Indicates whether the ""title"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasTitle
Person.Organizations,,hasType,[''],abstract boolean,"Indicates whether the ""type"" field is explicitly set to a value.",1,,gps,people,Person.Organizations_hasType
Person.Organizations,,isPrimary,[''],abstract boolean,"If ""true"", indicates this organization is the person's primary one, which is typically interpreted as the current one.",1,,gps,people,Person.Organizations_isPrimary
Person.PlacesLived,,getValue,[''],abstractString,A place where this person has lived.,1,,gps,people,Person.PlacesLived_getValue
Person.PlacesLived,,hasPrimary,[''],abstract boolean,"Indicates whether the ""primary"" field is explicitly set to a value.",1,,gps,people,Person.PlacesLived_hasPrimary
Person.PlacesLived,,hasValue,[''],abstract boolean,"Indicates whether the ""value"" field is explicitly set to a value.",1,,gps,people,Person.PlacesLived_hasValue
Person.PlacesLived,,isPrimary,[''],abstract boolean,"If ""true"", this place of residence is this person's primary residence.",1,,gps,people,Person.PlacesLived_isPrimary
Person.Urls,,getLabel,[''],abstractString,The label of the URL.,1,,gps,people,Person.Urls_getLabel
Person.Urls,,getType,[''],abstract int,The type of URL.,1,,gps,people,Person.Urls_getType
Person.Urls,,getValue,[''],abstractString,The URL value.,1,,gps,people,Person.Urls_getValue
Person.Urls,,hasLabel,[''],abstract boolean,"Indicates whether the ""label"" field is explicitly set to a value.",1,,gps,people,Person.Urls_hasLabel
Person.Urls,,hasType,[''],abstract boolean,"Indicates whether the ""type"" field is explicitly set to a value.",1,,gps,people,Person.Urls_hasType
Person.Urls,,hasValue,[''],abstract boolean,"Indicates whether the ""value"" field is explicitly set to a value.",1,,gps,people,Person.Urls_hasValue
Person.AgeRange,The age range of the person.,getMax,[''],abstract int,"The age range's upper bound, if any.",1,,gps,people,Person.AgeRange_getMax
Person.AgeRange,The age range of the person.,getMin,[''],abstract int,"The age range's lower bound, if any.",1,,gps,people,Person.AgeRange_getMin
Person.AgeRange,The age range of the person.,hasMax,[''],abstract boolean,"Indicates whether the ""max"" field is explicitly set to a value.",1,,gps,people,Person.AgeRange_hasMax
Person.AgeRange,The age range of the person.,hasMin,[''],abstract boolean,"Indicates whether the ""min"" field is explicitly set to a value.",1,,gps,people,Person.AgeRange_hasMin
Person.Cover,The cover photo content.,getCoverInfo,[''],abstractPerson.Cover.CoverInfo,Extra information about the cover photo.,1,,gps,people,Person.Cover_getCoverInfo
Person.Cover,The cover photo content.,getCoverPhoto,[''],abstractPerson.Cover.CoverPhoto,The person's primary cover image.,1,,gps,people,Person.Cover_getCoverPhoto
Person.Cover,The cover photo content.,getLayout,[''],abstract int,The layout of the cover art.,1,,gps,people,Person.Cover_getLayout
Person.Cover,The cover photo content.,hasCoverInfo,[''],abstract boolean,"Indicates whether the ""coverInfo"" field is explicitly set to a value.",1,,gps,people,Person.Cover_hasCoverInfo
Person.Cover,The cover photo content.,hasCoverPhoto,[''],abstract boolean,"Indicates whether the ""coverPhoto"" field is explicitly set to a value.",1,,gps,people,Person.Cover_hasCoverPhoto
Person.Cover,The cover photo content.,hasLayout,[''],abstract boolean,"Indicates whether the ""layout"" field is explicitly set to a value.",1,,gps,people,Person.Cover_hasLayout
Person.Image,The representation of the person's profile photo.,getUrl,[''],abstractString,The URL of the person's profile photo.,1,,gps,people,Person.Image_getUrl
Person.Image,The representation of the person's profile photo.,hasUrl,[''],abstract boolean,"Indicates whether the ""url"" field is explicitly set to a value.",1,,gps,people,Person.Image_hasUrl
Person.Name,An object representation of the individual components of a person's name.,getFamilyName,[''],abstractString,The family name (last name,1,,gps,people,Person.Name_getFamilyName
Person.Name,An object representation of the individual components of a person's name.,getFormatted,[''],abstractString,"The full name of this person, including middle names, suffixes, etc.",1,,gps,people,Person.Name_getFormatted
Person.Name,An object representation of the individual components of a person's name.,getGivenName,[''],abstractString,The given name (first name,1,,gps,people,Person.Name_getGivenName
Person.Name,An object representation of the individual components of a person's name.,getHonorificPrefix,[''],abstractString,"The honorific prefixes (such as ""Dr."" or ""Mrs.""",1,,gps,people,Person.Name_getHonorificPrefix
Person.Name,An object representation of the individual components of a person's name.,getHonorificSuffix,[''],abstractString,"The honorific suffixes (such as ""Jr.""",1,,gps,people,Person.Name_getHonorificSuffix
Person.Name,An object representation of the individual components of a person's name.,getMiddleName,[''],abstractString,The middle name of this person.,1,,gps,people,Person.Name_getMiddleName
Person.Name,An object representation of the individual components of a person's name.,hasFamilyName,[''],abstract boolean,"Indicates whether the ""familyName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasFamilyName
Person.Name,An object representation of the individual components of a person's name.,hasFormatted,[''],abstract boolean,"Indicates whether the ""formatted"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasFormatted
Person.Name,An object representation of the individual components of a person's name.,hasGivenName,[''],abstract boolean,"Indicates whether the ""givenName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasGivenName
Person.Name,An object representation of the individual components of a person's name.,hasHonorificPrefix,[''],abstract boolean,"Indicates whether the ""honorificPrefix"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasHonorificPrefix
Person.Name,An object representation of the individual components of a person's name.,hasHonorificSuffix,[''],abstract boolean,"Indicates whether the ""honorificSuffix"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasHonorificSuffix
Person.Name,An object representation of the individual components of a person's name.,hasMiddleName,[''],abstract boolean,"Indicates whether the ""middleName"" field is explicitly set to a value.",1,,gps,people,Person.Name_hasMiddleName
Person.Organizations,,getDepartment,[''],abstractString,The department within the organization.,1,,gps,people,Person.Organizations_getDepartment
Person.Organizations,,getDescription,[''],abstractString,A short description of the person's role in this organization.,1,,gps,people,Person.Organizations_getDescription
Person.Organizations,,getEndDate,[''],abstractString,The date that the person left this organization.,1,,gps,people,Person.Organizations_getEndDate
Person.Organizations,,getLocation,[''],abstractString,The location of this organization.,1,,gps,people,Person.Organizations_getLocation
Person.Organizations,,getName,[''],abstractString,The name of the organization.,1,,gps,people,Person.Organizations_getName
